Account ID,Backlog Rev,Bio Reactors used,BM Test,Campaign ID,Cell Culture Media,Cell Type,Close Date,Closed,Closed Lost Reason,Competitive Product Details,Contact ID,COVID Notes,COVID Status,Created By ID,Created by Lead Conversion,Created Date,Date Opportunity was Closed,Deleted,DOR Distributor,DOR Expiration,Final Quote,Fiscal Period,Fiscal Quarter,Fiscal Year,Forecast Category,Forecast Category1,Forecast Q Commit,Forecast Q Prior Commit,Funding Source,Has Line Item,Has Open Activity,Has Overdue Task,Industry,Install This Quarter,Interface Type,Internal Forecast,Last Activity,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Stage Change Date,Last Stage Change Date1,Last Viewed Date,LDO,LDO Priority Level,Lead Application,Lead Source,LS Other Research Area,LS Research Area,Mass Spec Manufacturer,Mass Spec Type,Media Provider,Opportunity ID,Opportunity Type,Order Finalized,Other Closed Lost Details,Other Mass Spec Type,Other Research Area,Owner ID,Price Book ID,Primary Application,Primary Application (FF),Primary Contact,Product Category,Product of Interest,Purchase Agent,Quote ID,Record Type ID,Registered Vendor (confirmed),Secondary Application (FF),Ship This Quarter,Ship This Quarter List,Signing Authority,Stage,Standard Application,System Modstamp,Technical Owner,Training Date,Validated Customer Needs,Won,# Close Date Extensions,# Close Date Month Extensions,Amount,Days Open,Expected Amount,Probability (%),Push Count
0013100001cUmsNAAS,FALSE,,FALSE,,,,31-12-2015,TRUE,,,,,,005i0000000fNkyAAE,TRUE,18-11-2015 21:29,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2015,4,2015,Omitted,Omitted,FALSE,FALSE,,FALSE,FALSE,FALSE,Telecommunications,FALSE,,FALSE,01-01-1999,00531000007MUoEAAW,23-02-2021 18:15,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Website,,,,,,0063100000aCFelAAG,,FALSE,,,,005i0000000fNkyAAE,,CWAs,,0033100002q5P54AAE,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,0,,0,0,0
001i000001MZMMuAAP,FALSE,,FALSE,,,,30-09-2016,TRUE,,,,,,005i0000000fNkyAAE,FALSE,18-11-2015 21:45,01-01-1999,FALSE,,01-01-1999,FALSE,01-03-2016,3,2016,Omitted,Omitted,FALSE,FALSE,,FALSE,FALSE,FALSE,Telecommunications,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 18:18,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Other,,,,,,0063100000aCFl8AAG,,FALSE,,,,005i0000000fNkyAAE,01si0000000WGiAAAW,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,0,,0,0,0
0013100001eB85XAAS,FALSE,,FALSE,,,,31-03-2016,FALSE,,,,,,005i0000006RgPOAA0,TRUE,14-01-2016 16:28,01-01-1999,FALSE,,01-01-1999,FALSE,01-01-2016,1,2016,Pipeline,Pipeline,FALSE,FALSE,,FALSE,FALSE,FALSE,Transportation,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,04-05-2021 16:26,0,01-01-1999 00:00,01-01-1999,,FALSE,,,Website,,,,,,0063100000antUKAAY,,FALSE,,,,005i0000006RgPOAA0,,,,0033100002tHcsCAAS,,,,,0125A000001ESVgQAO,FALSE,,FALSE,,,Qualified Opportunity,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,0,,0,0,0
0013100001eB85XAAS,FALSE,,FALSE,,,,30-12-2016,FALSE,,,,,,005i0000006RgPOAA0,FALSE,14-01-2016 16:30,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2016,4,2016,Pipeline,Pipeline,FALSE,FALSE,,TRUE,FALSE,FALSE,Transportation,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 20:11,0,01-01-1999 00:00,01-01-1999,,FALSE,,,Website,,,,,,0063100000antUuAAI,,FALSE,,,,005i0000006RgPOAA0,01si0000000WGiAAAW,,,,,,,,0125A000001ESVgQAO,FALSE,,FALSE,,,Qualified Opportunity,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,65000,,0,0,0
001i000000WS6x7AAD,FALSE,,FALSE,,,,31-12-2018,TRUE,,,,,,005i0000000fNkyAAE,FALSE,18-01-2016 21:54,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2018,4,2018,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Transportation,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 18:18,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Other,,,,,,0063100000ao9wMAAQ,,FALSE,,,,005i0000000fNkyAAE,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,130000,,0,0,0
0013100001eBxPJAA0,FALSE,,FALSE,,,,30-09-2016,TRUE,Lost or No Budget,,,,,00531000007KAsvAAG,FALSE,20-01-2016 19:04,01-01-1999,FALSE,,01-01-1999,FALSE,01-03-2016,3,2016,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Transportation,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 19:52,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Inside Sales,,,,,,0063100000aoLPaAAM,,FALSE,,,,00531000007KAsvAAG,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,65000,,0,0,0
0013100001el29RAAQ,FALSE,,FALSE,,,,31-03-2016,TRUE,,,,,,005i0000000fNkyAAE,TRUE,29-01-2016 15:51,01-01-1999,FALSE,,01-01-1999,FALSE,01-01-2016,1,2016,Omitted,Omitted,FALSE,FALSE,,FALSE,FALSE,FALSE,Apparel,FALSE,,FALSE,01-01-1999,00531000007MUoEAAW,23-02-2021 18:15,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Trade Show,,,,,,0063100000ap7sWAAQ,,FALSE,,,,005i0000000fNkyAAE,,CWAs,,0033100002tsjv5AAA,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,0,,0,0,0
001i0000014EAO9AAO,FALSE,,FALSE,,,,30-09-2016,TRUE,,,,,,005i0000000fNkyAAE,FALSE,04-02-2016 00:15,01-01-1999,FALSE,,01-01-1999,FALSE,01-03-2016,3,2016,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Banking,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 18:18,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Other,,,,,,0063100000apZwAAAU,,FALSE,,,,005i0000000fNkyAAE,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,71500,,0,0,0
0013100001emAHaAAM,FALSE,,FALSE,,,,19-02-2016,TRUE,,,,,,00531000007KAsvAAG,TRUE,08-02-2016 20:42,01-01-1999,FALSE,,01-01-1999,FALSE,01-01-2016,1,2016,Closed,Closed,FALSE,FALSE,,FALSE,FALSE,FALSE,Banking,FALSE,,FALSE,01-01-1999,00531000007MUoEAAW,29-03-2021 13:25,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Website,,,,,,0063100000aq7k4AAA,,TRUE,,,,00531000007KAsvAAG,,CWAs,CWAs,0033100002uamE2AAI,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,0,,0,100,0
001i000000WS6x7AAD,FALSE,,FALSE,,,,31-12-2016,TRUE,,,,,,005i0000000fNkyAAE,FALSE,25-02-2016 21:28,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2016,4,2016,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Banking,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 18:18,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Other,,,,,,0063100000bfw4VAAQ,,FALSE,,,,005i0000000fNkyAAE,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,65000,,0,0,0
0013100001fpl2gAAA,FALSE,,FALSE,,,,30-09-2017,FALSE,,,,,,00531000007MUoEAAW,FALSE,02-03-2016 16:33,01-01-1999,FALSE,,01-01-1999,FALSE,01-03-2017,3,2017,Pipeline,Pipeline,FALSE,FALSE,,FALSE,FALSE,FALSE,Energy,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 15:53,0,01-01-1999 00:00,01-01-1999,,FALSE,,,Other,,,,,,0063100000bgVWEAA2,,FALSE,,,,00531000006uPsjAAE,01s31000003qagwAAA,,,,,,,,0125A000001ESVgQAO,FALSE,,FALSE,,,Qualified Opportunity,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,65000,,0,0,0
0013100001fpkr2AAA,FALSE,,FALSE,,,,30-06-2017,FALSE,,,,,,00531000007MUoEAAW,FALSE,02-03-2016 16:41,01-01-1999,FALSE,,01-01-1999,FALSE,01-02-2017,2,2017,Pipeline,Pipeline,FALSE,FALSE,,FALSE,FALSE,FALSE,Energy,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 15:53,0,01-01-1999 00:00,01-01-1999,,FALSE,,,Other,,,,,,0063100000bgVvrAAE,,FALSE,,,,00531000006uPsjAAE,01s31000003qagwAAA,,,,,,,,0125A000001ESVgQAO,FALSE,,FALSE,,,Qualified Opportunity,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,65000,,0,0,0
0013100001fpyoxAAA,FALSE,,FALSE,,,,30-09-2016,TRUE,,,,,,005i0000000fNkyAAE,FALSE,03-03-2016 03:14,01-01-1999,FALSE,,01-01-1999,FALSE,01-03-2016,3,2016,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Energy,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 18:18,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Other,,,,,,0063100000bgjL0AAI,,FALSE,,,,005i0000000fNkyAAE,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,365000,,0,0,0
0013100001fpz8iAAA,FALSE,,FALSE,,,,30-09-2016,TRUE,,,,,,005i0000000fNkyAAE,FALSE,03-03-2016 03:35,01-01-1999,FALSE,,01-01-1999,FALSE,01-03-2016,3,2016,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Hospitality,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 18:18,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Other,,,,,,0063100000bgjMDAAY,,FALSE,,,,005i0000000fNkyAAE,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,365000,,0,0,0
0013100001fr6iKAAQ,FALSE,,FALSE,,,,21-02-2018,TRUE,Non Responsive,,,,,00531000007M2hjAAC,TRUE,11-03-2016 18:48,01-01-1999,FALSE,,01-01-1999,FALSE,01-01-2018,1,2018,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Telecommunications,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 23:01,0,15-03-2018 18:05,01-01-1999,,FALSE,,Cell Lysates,Referral,,,,,,0063100000bhfjCAAQ,,FALSE,,,,0055A000008iLoJQAU,01s31000003qafeAAA,Metabolomics,,0033100002vsd7FAAQ,System,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,54805,,0,0,0
0013100001frMxsAAE,FALSE,,FALSE,,,,31-03-2016,TRUE,,,,,,00531000007KgPgAAK,TRUE,14-03-2016 15:53,01-01-1999,FALSE,,01-01-1999,FALSE,01-01-2016,1,2016,Omitted,Omitted,FALSE,FALSE,,FALSE,FALSE,FALSE,Telecommunications,FALSE,,FALSE,01-01-1999,00531000007MUoEAAW,23-02-2021 18:15,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Other,,,,,,0063100000bhpm7AAA,,FALSE,,,,00531000007KgPgAAK,,CWAs,,0033100002vsxqzAAA,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,0,,0,0,0
0013100001frnRWAAY,FALSE,,FALSE,,,,31-03-2017,TRUE,Lost or No Budget,,,,,00531000007KAsvAAG,FALSE,17-03-2016 14:16,01-01-1999,FALSE,,01-01-1999,FALSE,01-01-2017,1,2017,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Transportation,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 19:52,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Inside Sales,,,,,,0063100000biDuuAAE,,FALSE,,,,00531000007KAsvAAG,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,56500,,0,0,0
0013100001frv0jAAA,FALSE,,FALSE,,,,30-09-2016,TRUE,Lost or No Budget,,,,,00531000007KgPgAAK,FALSE,18-03-2016 10:41,01-01-1999,FALSE,,01-01-1999,FALSE,01-03-2016,3,2016,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Transportation,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 18:18,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Advertisement,,,,,,0063100000biKX6AAM,,FALSE,,,,00531000007KAsvAAG,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,71625,,0,0,0
001i000000AmGYwAAN,FALSE,,FALSE,,,,30-09-2016,TRUE,,,,,,005i0000000fNkyAAE,FALSE,18-03-2016 14:04,01-01-1999,FALSE,,01-01-1999,FALSE,01-03-2016,3,2016,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Transportation,FALSE,,FALSE,01-01-1999,00531000007MUoEAAW,08-12-2020 21:02,0,06-01-2020 18:18,01-01-1999,,TRUE,,,Other,,,,,,0063100000biL1vAAE,,FALSE,,,,005i0000000fNkyAAE,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,2230345,,0,0,0
001i000001PAXH0AAP,FALSE,,FALSE,,,,30-06-2016,TRUE,Duplicate opportunity,,,,,00531000007KgPgAAK,FALSE,18-03-2016 14:42,01-01-1999,FALSE,,01-01-1999,FALSE,01-02-2016,2,2016,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Transportation,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 18:18,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Trade Show,,,,,,0063100000biLJQAA2,,FALSE,,,,00531000007KgPgAAK,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,71625,,0,0,0
0013100001fs0lgAAA,FALSE,,FALSE,,,,31-03-2016,TRUE,,,,,,00531000007KgPgAAK,TRUE,19-03-2016 01:37,01-01-1999,FALSE,,01-01-1999,FALSE,01-01-2016,1,2016,Omitted,Omitted,FALSE,FALSE,,FALSE,FALSE,FALSE,Agriculture,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,17-09-2020 14:48,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Website,,,,,,0063100000biORrAAM,,FALSE,,,,00531000007KgPgAAK,,,,0033100002vuryjAAA,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,0,,0,0,0
0013100001fs0lgAAA,FALSE,,FALSE,,,,30-06-2016,TRUE,,,,,,00531000007KgPgAAK,FALSE,19-03-2016 01:38,01-01-1999,FALSE,,01-01-1999,FALSE,01-02-2016,2,2016,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Construction,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 18:18,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Other,,,,,,0063100000biORwAAM,,FALSE,,,,00531000007KgPgAAK,01si00000040RFIAA2,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,166380.75,,0,0,0
0013100001fscRSAAY,FALSE,,FALSE,,,,31-12-2020,FALSE,,,,,,00531000007KgPgAAK,TRUE,24-03-2016 01:28,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2020,4,2020,Pipeline,Pipeline,FALSE,FALSE,,FALSE,FALSE,FALSE,Consulting,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 21:42,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Trade Show,,,,,,0063100000bio1FAAQ,,FALSE,,,,00531000007KgPgAAK,,Drugs,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Qualified Opportunity,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,0,,0,10,0
0013100001fscRSAAY,FALSE,,FALSE,,,,20-05-2020,TRUE,Duplicate opportunity,,,,,00531000007KgPgAAK,FALSE,24-03-2016 01:31,01-01-1999,FALSE,,01-01-1999,FALSE,01-02-2020,2,2020,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Agriculture,FALSE,,FALSE,01-01-1999,00531000007MUoEAAW,20-05-2020 14:38,0,20-05-2020 14:38,01-01-1999,,FALSE,,,Trade Show,,,,,,0063100000bio1jAAA,,FALSE,,,,00531000007KgPgAAK,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,71500,,0,0,0
001i000001PAXH0AAP,FALSE,,FALSE,,,,30-06-2016,TRUE,Lost or No Budget,,,,,00531000007KgPgAAK,FALSE,24-03-2016 01:51,01-01-1999,FALSE,,01-01-1999,FALSE,01-02-2016,2,2016,Omitted,Omitted,FALSE,FALSE,,TRUE,FALSE,FALSE,Agriculture,FALSE,,FALSE,01-01-1999,0055A000009s6n0QAA,06-01-2020 18:18,0,06-01-2020 18:18,01-01-1999,,FALSE,,,Trade Show,,,,,,0063100000bio3fAAA,,FALSE,,,,0055A000009sa63QAA,01s31000003qafjAAA,,,,,,,,0125A000001NaBLQA0,FALSE,,FALSE,,,Closed Lost,FALSE,29-06-2021 20:34,,,FALSE,FALSE,5,3,71625,,0,0,0
