Account Fax,Account ID,Account Name,Account Number,Account Rating,Account Site,Account Type,Application,Billing City,Billing Country,Billing Geocode Accuracy,Billing State/Province,Create in Zendesk,Created By ID,Created Date,Created Updated Flag,Deleted,Domain Mapping,Industry,Is Demo Center,Jigsaw Company ID,Last Activity,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Sync Date,Last Sync Status,Last Viewed Date,Lead Type,Life Science KeyAccount,Master Record ID,NetSuite Billing Country,NetSuite Customer ID,Notes,Owner ID,Ownership,Parent Account ID,Record Type ID,Reference Customer,Region,Shipping City,Shipping Country,Shipping Geocode Accuracy,Shipping State/Province,Shipping Zip/Postal Code,SIC Code,System Modstamp,Ticker Symbol,Zendesk Organization,Zendesk Organization Id,Zendesk OutofSync,Zendesk Result,Annual Revenue,Billing Latitude,Billing Longitude,Employees,Shipping Latitude,Shipping Longitude
0,0013100001hn7pDAAQ,Et Ultrices Posuere Incorporated,0,,0,,CWAs,,UNITED STATES,0,AR,FALSE,00531000007KAsvAAG,03-05-2016 15:27,FALSE,FALSE,0,Hospitality,FALSE,0,03-05-2016,005i0000000fpvQAAQ,04-05-2018 18:07,0,0,,0,,FALSE,0,,0,,00531000007KgPgAAK,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001hoG0IAAU,Justo Eu Arcu Corp.,0,,0,,All Hazards,St. Louis,UNITED STATES,0,MO,FALSE,00531000007KAsvAAG,09-05-2016 13:37,FALSE,FALSE,0,Hospitality,FALSE,0,12-05-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001hoMrhAAE,Justo Eu Arcu Corp.,0,,0,,All Hazards,Boca Raton,UNITED STATES,0,FL,FALSE,00531000007KAsvAAG,09-05-2016 22:51,FALSE,FALSE,0,Hospitality,FALSE,0,23-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001hovgaAAA,Eget Massa Suspendisse PC,0,,0,,All Hazards,Glendale,UNITED STATES,0,AZ,FALSE,00531000007KAsvAAG,12-05-2016 11:57,FALSE,FALSE,0,Telecommunications,FALSE,0,08-04-2021,00531000007MUoEAAW,06-02-2019 16:13,0,0,,0,,FALSE,0,,0,,0055A000009sa63QAA,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001hpZuSAAU,Id Institute,0,,0,,All Hazards,Fort Lauderdale,UNITED STATES,0,FL,FALSE,00531000007KAsvAAG,16-05-2016 20:26,FALSE,FALSE,0,Telecommunications,FALSE,0,08-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001hphcmAAA,Id Institute,0,,0,,All Hazards,Salinas,UNITED STATES,0,CA,FALSE,00531000007KAsvAAG,17-05-2016 13:58,FALSE,FALSE,0,Telecommunications,FALSE,0,23-04-2021,00531000007MUoEAAW,06-02-2019 16:13,0,0,,0,,FALSE,0,,0,,0055A000009sa63QAA,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001hpiYiAAI,Id Institute,0,,0,,All Hazards,Surprise,UNITED STATES,0,AZ,FALSE,00531000007KAsvAAG,17-05-2016 15:40,FALSE,FALSE,0,Telecommunications,FALSE,0,08-04-2021,00531000007MUoEAAW,06-02-2019 16:13,0,0,,0,,FALSE,0,,0,,0055A000009sa63QAA,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jY5W5AAK,Viverra Donec Tempus Industries,0,,0,,Drugs;All Hazards,Reynoldsburg,UNITED STATES,0,OH,FALSE,00531000007KAsvAAG,07-06-2016 14:34,FALSE,FALSE,0,Transportation,FALSE,0,23-04-2021,00531000007MUoEAAW,09-01-2019 19:30,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jY8d2AAC,Viverra Donec Tempus Industries,0,,0,,Explosives,North Bellmore,UNITED STATES,0,NY,FALSE,00531000007KAsvAAG,07-06-2016 19:49,FALSE,FALSE,0,Transportation,FALSE,0,07-10-2019,00531000007MUoEAAW,09-01-2019 19:30,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jYEvLAAW,Mauris LLC,0,,0,,All Hazards,Chesterfield,UNITED STATES,0,VA,FALSE,00531000007KAsvAAG,08-06-2016 12:27,FALSE,FALSE,0,Apparel,FALSE,0,08-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jYG5GAAW,Augue Ac Ipsum PC,0,,0,,CWAs,Great Lakes,UNITED STATES,0,IL,FALSE,00531000007KgPgAAK,08-06-2016 14:32,FALSE,FALSE,0,Banking,FALSE,0,09-06-2021,005i0000000fpvQAAQ,04-05-2018 18:07,0,0,,0,,FALSE,0,,0,,00531000007Es7rAAC,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jYQOjAAO,Augue Ac Ipsum PC,0,,0,,All Hazards,Henrico,UNITED STATES,0,VA,FALSE,00531000007KAsvAAG,09-06-2016 12:30,FALSE,FALSE,0,Banking,FALSE,0,23-04-2021,00531000007KAsvAAG,19-06-2019 13:29,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jYRcqAAG,Pellentesque PC,0,,0,,CWAs,Aiken,UNITED STATES,0,SC,FALSE,00531000007KgPgAAK,09-06-2016 15:17,FALSE,FALSE,0,Banking,FALSE,0,27-05-2021,005i0000000fpvQAAQ,04-05-2018 18:07,0,0,,0,,FALSE,0,,0,,00531000007KgPgAAK,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jZCIXAA4,Interdum Industries,0,,0,,All Hazards,Frederick,UNITED STATES,0,MD,FALSE,00531000007KAsvAAG,14-06-2016 17:50,FALSE,FALSE,0,Biotechnology,FALSE,0,08-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jZHAFAA4,Interdum Industries,0,,0,,Explosives;Drugs;CWAs,Richmond,UNITED STATES,0,VA,FALSE,00531000007KgPgAAK,15-06-2016 04:03,FALSE,FALSE,0,Biotechnology,FALSE,0,09-06-2021,00531000007MUoEAAW,11-03-2020 13:29,0,0,,0,,FALSE,0,,0,,00531000007Es7rAAC,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jZaYnAAK,Ornare Lectus Ante Consulting,0,,0,,All Hazards,Burlington,UNITED STATES,0,VT,FALSE,00531000007KAsvAAG,17-06-2016 01:21,FALSE,FALSE,0,Construction,FALSE,0,13-10-2020,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001ja6ibAAA,Nullam LLC,0,,0,,All Hazards,Oceanside,UNITED STATES,0,NY,FALSE,00531000007KAsvAAG,20-06-2016 19:48,FALSE,FALSE,0,Construction,FALSE,0,08-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001ja6jeAAA,Dapibus Consulting,0,,0,,All Hazards,New Hampton,UNITED STATES,0,NY,FALSE,00531000007KAsvAAG,20-06-2016 19:50,FALSE,FALSE,0,Biotechnology,FALSE,0,08-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaCSEAA2,Dapibus Consulting,0,,0,,Drugs;All Hazards,,UNITED STATES,0,MD,FALSE,00531000007KAsvAAG,21-06-2016 13:46,FALSE,FALSE,0,Biotechnology,FALSE,0,08-04-2021,0055A00000BclF5QAJ,16-04-2021 14:17,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaCsgAAE,Dapibus Consulting,0,,0,,All Hazards,,UNITED STATES,0,NY,FALSE,00531000007KAsvAAG,21-06-2016 14:36,FALSE,FALSE,0,Biotechnology,FALSE,0,07-10-2019,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaE7OAAU,Dapibus Consulting,0,,0,,Drugs;All Hazards,Kissimmee,UNITED STATES,0,FL,FALSE,00531000007KAsvAAG,21-06-2016 16:35,FALSE,FALSE,0,Biotechnology,FALSE,0,08-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaEF0AAM,Tempor Erat Neque LLP,0,,0,,All Hazards,Livonia,UNITED STATES,0,MI,FALSE,00531000007KAsvAAG,21-06-2016 16:49,FALSE,FALSE,0,Biotechnology,FALSE,0,08-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaEFtAAM,Tempor Erat Neque LLP,0,,0,,All Hazards,Abingdon,UNITED STATES,0,MD,FALSE,00531000007KAsvAAG,21-06-2016 16:50,FALSE,FALSE,0,Biotechnology,FALSE,0,08-10-2020,00531000007MUoEAAW,20-06-2019 20:28,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaEKoAAM,Tempor Erat Neque LLP,0,,0,,All Hazards,Raleigh,UNITED STATES,0,NC,FALSE,00531000007KAsvAAG,21-06-2016 16:59,FALSE,FALSE,0,Biotechnology,FALSE,0,08-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaEMzAAM,Nunc LLC,0,,0,,Drugs;All Hazards,Raleigh,UNITED STATES,0,NC,FALSE,00531000007KAsvAAG,21-06-2016 17:02,FALSE,FALSE,0,Chemicals,FALSE,0,08-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaFMwAAM,Nunc LLC,0,,0,,All Hazards,Fargo,UNITED STATES,0,ND,FALSE,00531000007KAsvAAG,21-06-2016 19:04,FALSE,FALSE,0,Chemicals,FALSE,0,08-04-2021,00531000007MUoEAAW,06-02-2019 16:13,0,0,,0,,FALSE,0,,0,,0055A000009sa63QAA,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaFNuAAM,Nunc LLC,0,,0,,All Hazards,Oakland,UNITED STATES,0,NE,FALSE,00531000007KAsvAAG,21-06-2016 19:06,FALSE,FALSE,0,Chemicals,FALSE,0,08-04-2021,00531000007MUoEAAW,06-02-2019 16:13,0,0,,0,,FALSE,0,,0,,0055A000009sa63QAA,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaFt2AAE,Quisque Ac Institute,0,,0,,Drugs;All Hazards,Derby,UNITED STATES,0,NY,FALSE,00531000007KAsvAAG,21-06-2016 19:55,FALSE,FALSE,0,Communications,FALSE,0,15-06-2018,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaG2dAAE,Quisque Ac Institute,0,,0,,All Hazards,Winter Park,UNITED STATES,0,FL,FALSE,00531000007KAsvAAG,21-06-2016 20:13,FALSE,FALSE,0,Communications,FALSE,0,03-06-2021,00531000007KAsvAAG,06-07-2020 17:15,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaG4KAAU,Quisque Ac Institute,0,,0,,All Hazards,Oswego,UNITED STATES,0,NY,FALSE,00531000007KAsvAAG,21-06-2016 20:16,FALSE,FALSE,0,Communications,FALSE,0,07-10-2019,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaG9tAAE,Ligula Aenean PC,0,,0,,All Hazards,Aiken,UNITED STATES,0,SC,FALSE,00531000007KAsvAAG,21-06-2016 20:24,FALSE,FALSE,0,Communications,FALSE,0,18-09-2019,00531000007MUoEAAW,09-01-2019 19:39,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaGDHAA2,Ligula Aenean PC,0,,0,,All Hazards,Jefferson City,UNITED STATES,0,TN,FALSE,00531000007KAsvAAG,21-06-2016 20:30,FALSE,FALSE,0,Communications,FALSE,0,21-06-2016,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaGEZAA2,Ligula Aenean PC,0,,0,,All Hazards,Conroe,UNITED STATES,0,TX,FALSE,00531000007KAsvAAG,21-06-2016 20:31,FALSE,FALSE,0,Communications,FALSE,0,21-01-2020,00531000007MUoEAAW,06-02-2019 16:13,0,0,,0,,FALSE,0,,0,,0055A000009sa63QAA,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaGOaAAM,Ligula Aenean PC,0,,0,,All Hazards,Yorktown,UNITED STATES,0,VA,FALSE,00531000007KAsvAAG,21-06-2016 20:47,FALSE,FALSE,0,Communications,FALSE,0,08-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jaOiHAAU,Ligula Aenean PC,0,,0,,Drugs;All Hazards,Muncie,UNITED STATES,0,IN,FALSE,00531000007KAsvAAG,22-06-2016 14:55,FALSE,FALSE,0,Communications,FALSE,0,27-10-2020,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001jbqcuAAA,Mauris Sit Inc.,0,,0,,CWAs;All Hazards,Midland,UNITED STATES,0,MI,FALSE,00531000007KAu8AAG,29-06-2016 03:37,FALSE,FALSE,0,Construction,FALSE,0,02-05-2018,00531000007MUoEAAW,21-12-2018 16:16,0,0,,0,,FALSE,0,,0,,00531000007MUoEAAW,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001k5hYIAAY,Montes Nascetur Ridiculus Company,0,,0,,All Hazards,Fort Detrick,UNITED STATES,0,MD,FALSE,00531000007KgPgAAK,01-07-2016 19:10,FALSE,FALSE,0,Biotechnology,FALSE,0,09-06-2021,00531000007MUoEAAW,11-07-2019 13:39,0,0,,0,,FALSE,0,,0,,00531000007KgPgAAK,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001k6hJUAAY,Proin Ultrices LLC,0,,0,,All Hazards,,UNITED STATES,0,MA,FALSE,00531000007KAsvAAG,08-07-2016 16:48,FALSE,FALSE,0,Communications,FALSE,0,11-07-2016,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001k7vN7AAI,Nec Tempus Corp.,0,,0,,All Hazards,Wayne,UNITED STATES,0,NJ,FALSE,00531000007KAsvAAG,15-07-2016 13:24,FALSE,FALSE,0,Communications,FALSE,0,29-05-2018,00531000007MUoEAAW,09-01-2019 19:30,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001k8ygIAAQ,Nec Tempus Corp.,0,,0,,Explosives;Drugs,Chicago,UNITED STATES,0,IL,FALSE,00531000007KAsvAAG,19-07-2016 00:19,FALSE,FALSE,0,Communications,FALSE,0,05-02-2021,00531000007MUoEAAW,09-01-2019 19:30,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001k8yiiAAA,Integer Mollis Integer Corp.,0,,0,,Explosives,,UNITED STATES,0,IL,FALSE,00531000007KAsvAAG,19-07-2016 00:28,FALSE,FALSE,0,Communications,FALSE,0,29-03-2018,00531000007KAsvAAG,25-02-2021 22:39,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001k9UE7AAM,Nunc Associates,0,,0,,Explosives,Little Rock,UNITED STATES,0,AR,FALSE,00531000007KAsvAAG,21-07-2016 20:14,FALSE,FALSE,0,Communications,FALSE,0,07-06-2021,0055A000009sa63QAA,19-05-2021 05:09,0,0,,0,,FALSE,0,,0,,0055A000009sa63QAA,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001kVAl9AAG,Orci In Consequat Corp.,0,,0,,Drugs;All Hazards,,UNITED STATES,0,PA,FALSE,00531000007KAsvAAG,26-07-2016 19:49,FALSE,FALSE,0,Construction,FALSE,0,23-04-2021,00531000007MUoEAAW,09-01-2019 20:19,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001kVHFMAA4,Orci In Consequat Corp.,0,,0,,Drugs,San Bernardino,UNITED STATES,0,CA,FALSE,00531000007KAsvAAG,27-07-2016 13:33,FALSE,FALSE,0,Construction,FALSE,0,12-04-2019,00531000007MUoEAAW,06-02-2019 16:13,0,0,,0,,FALSE,0,,0,,0055A000009sa63QAA,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001kVLD7AAO,Orci In Consequat Corp.,0,,0,,Explosives,Pittsburgh,UNITED STATES,0,PA,FALSE,00531000007KAsvAAG,27-07-2016 18:57,FALSE,FALSE,0,Construction,FALSE,0,07-10-2019,005i0000000fpvQAAQ,04-05-2018 18:07,0,0,,0,,FALSE,0,,0,,00531000007KAsvAAG,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
0,0013100001kVWAwAAO,Orci In Consequat Corp.,0,,0,,Drugs,,UNITED STATES,0,,FALSE,00531000007KAsvAAG,28-07-2016 14:34,FALSE,FALSE,0,Construction,FALSE,0,28-07-2016,005i0000000fpvQAAQ,04-05-2018 18:07,0,0,,0,,FALSE,0,,0,,00531000007KgPgAAK,,0,0125A000001NaCTQA0,,,,,0,,0,0,29-06-2021 20:27,,,0,FALSE,,,,,0,,
